Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,61.99,6,CASE 30lb,Dairy,4,5lb BAG,OZ-wt,80,1,2,10/29/2017 12:00:00 AM,0
1,Cheddar,46.99,4,CASE 20lb,Dairy,0,5lb BAG,OZ-wt,80,1,3,10/29/2017 12:00:00 AM,0
8,Eggs,16.98,6,15 DOZEN,Dairy,2.75,TRAY,EA,180,95,1,10/29/2017 12:00:00 AM,0
13,Pizza Sauce,21.45,6,6# CANS,Grocery,8,CAN,EA,6,100,1,10/29/2017 12:00:00 AM,0
14,Stewed Tomatoes,15.47,6,6# CANS,Grocery,7,CAN,EA,6,100,1,10/29/2017 12:00:00 AM,0
19,Mayonnaise,24.95,4,4 GAL,Grocery,0.5,JUG,EA,4,10000,1,10/29/2017 12:00:00 AM,0
20,BBQ Sauce,45.99,4,CS 39.5lbs,Grocery,4,JUG,OZ-wt,632,9800,1,10/29/2017 12:00:00 AM,0
21,Macaroni,17.72,2,20lb CASE,Grocery,4,BAG,EA,160,1,4,10/29/2017 12:00:00 AM,0
36,Olive Oil,50.8,6,6 GAL,Grocery,7.75,JUG,OZ-fl,128,99,1,10/29/2017 12:00:00 AM,0
56,Potatoes,18.8,1,50lb,Produce,0.5,1/2 CASE,OZ-wt,800,850000,1,10/29/2017 12:00:00 AM,0
57,Spinach,15.79,4,4x2.5lb,Produce,0,BAG,OZ-wt,160,99,2,10/29/2017 12:00:00 AM,0
58,Mixed Greens,5.99,1,3lb,Produce,1,BAG,OZ-wt,48,9800,2,10/29/2017 12:00:00 AM,0
59,Mushrooms,16.9,1,10lb CASE,Produce,0,FLAT,OZ-wt,160,95,4,10/29/2017 12:00:00 AM,0
60,Cucumbers,21.8,1,36 COUNT,Produce,0.1,CASE,OZ-wt,420,950000,1,10/29/2017 12:00:00 AM,0
61,Tomatoes,13.75,1,25lb,Produce,0.25,CASE,OZ-wt,400,97,1,10/29/2017 12:00:00 AM,0
66,Pineapple,16.99,6,6 COUNT,Produce,0,EACH,OZ-wt,44,100,1,10/29/2017 12:00:00 AM,0
71,Garlic Peeled,18.63,1,5lbs,Produce,0,JAR,OZ-wt,114.29,98,1,10/29/2017 12:00:00 AM,0
72,Chicken Breast,53.99,1,40lb CASE,Poultry,0,CASE,OZ-wt,640,85,3,10/29/2017 12:00:00 AM,0
74,Italian Sausage,47.95,4,20lb CASE,Meats,8,BAG,OZ-wt,160,91,1,10/29/2017 12:00:00 AM,0
75,Bacon Bits,54.99,2,10lb CASE,Meats,2,BAG,OZ-wt,160,100,2,10/29/2017 12:00:00 AM,0
131,Jalapenos Nacho Sliced,19.99,6,EA,Grocery,0,CAN,OZ-wt,1,,1,10/29/2017 12:00:00 AM,0
